f0:16418.0;f1:14439.0;f2:646.0;f3:9.0;f4:1679.0;f5:2933.0;f6:-728.0;Crediti spesi: 89
f0:16238.0;f1:14745.0;f2:673.0;f3:11.0;f4:1662.0;f5:2884.0;f6:-742.0;Crediti spesi: 90
f0:10461.0;f1:9546.0;f2:816.0;f3:10.0;f4:1786.0;f5:3052.0;f6:-383.0;Crediti spesi: 89
f0:8647.0;f1:7958.0;f2:607.0;f3:25.0;f4:1480.0;f5:2559.0;f6:-422.0;Crediti spesi: 79
f0:7825.0;f1:6890.0;f2:667.0;f3:8.0;f4:2038.0;f5:3563.0;f6:-419.0;Crediti spesi: 68
f0:8031.0;f1:7004.0;f2:654.0;f3:10.0;f4:2007.0;f5:3573.0;f6:-375.0;Crediti spesi: 66
f0:1467.0;f1:1340.0;f2:535.0;f3:9.0;f4:1430.0;f5:2360.0;f6:-76.0;Crediti spesi: 41
